"time","output","temperature_room","temperature_labnode"
"2022-09-21 02:03:18+00",1377,294.65999999999997,304.92
"2022-09-21 02:03:20+00",1377,294.655,304.915
"2022-09-21 02:03:22+00",1377,294.64,304.9
"2022-09-21 02:03:24+00",1377,294.62999999999994,304.91
"2022-09-21 02:03:26+00",1377,294.63666666666666,304.91
"2022-09-21 02:03:28+00",1377,294.64166666666665,304.88
"2022-09-21 02:03:30+00",1377,294.63166666666666,304.88
"2022-09-21 02:03:32+00",1377,294.62857142857143,304.88
"2022-09-21 02:03:34+00",1377,294.62499999999994,304.875
"2022-09-21 02:03:36+00",1377,294.62000000000006,304.88
"2022-09-21 02:03:38+00",1377,294.63714285714286,304.87
"2022-09-21 02:03:40+00",1377,294.625,304.885
"2022-09-21 02:03:42+00",1377,294.62624999999997,304.875
"2022-09-21 02:03:44+00",1377,294.62,304.875
"2022-09-21 02:03:46+00",1377,294.6342857142857,304.875
"2022-09-21 02:03:48+00",1377,294.6375,304.875
"2022-09-21 02:03:50+00",1377,294.64,304.87
"2022-09-21 02:03:52+00",1377,294.64,304.88
"2022-09-21 02:03:54+00",1377,294.62600000000003,304.87
"2022-09-21 02:03:56+00",1377,294.6325,304.87
"2022-09-21 02:03:58+00",1377,294.6375,304.87
"2022-09-21 02:04:00+00",1377,294.634,304.87
"2022-09-21 02:04:02+00",1377,294.61999999999995,304.88
"2022-09-21 02:04:04+00",1377,294.628,304.88
"2022-09-21 02:04:06+00",1377,294.635,304.865
"2022-09-21 02:04:08+00",1377,294.6457142857143,304.875
"2022-09-21 02:04:10+00",1377,294.645,304.875
"2022-09-21 02:04:12+00",1377,294.6242857142857,304.895
"2022-09-21 02:04:14+00",1377,294.625,304.88
"2022-09-21 02:04:16+00",1377,294.628,304.88
"2022-09-21 02:04:18+00",1377,294.634,304.885
"2022-09-21 02:04:20+00",1377,294.63499999999993,304.9
"2022-09-21 02:04:22+00",1377,294.63124999999997,304.89
"2022-09-21 02:04:24+00",1377,294.6166666666666,304.875
"2022-09-21 02:04:26+00",1377,294.63199999999995,304.9
"2022-09-21 02:04:28+00",1377,294.6433333333334,304.885
"2022-09-21 02:04:30+00",1377,294.63624999999996,304.9
"2022-09-21 02:04:32+00",1377,294.634,304.91
"2022-09-21 02:04:34+00",1377,294.63599999999997,304.89
"2022-09-21 02:04:36+00",1377,294.646,304.915
"2022-09-21 02:04:38+00",1377,294.6483333333333,304.9
"2022-09-21 02:04:40+00",1377,294.6325,304.89
"2022-09-21 02:04:42+00",1377,294.6225,304.9
"2022-09-21 02:04:44+00",1377,294.63428571428574,304.91
"2022-09-21 02:04:46+00",1377,294.6385714285715,304.9
"2022-09-21 02:04:48+00",1377,294.645,304.89
"2022-09-21 02:04:50+00",1377,294.6375,304.91
"2022-09-21 02:04:52+00",1377,294.625,304.91
"2022-09-21 02:04:54+00",1377,294.6375,304.92
"2022-09-21 02:04:56+00",1377,294.6375,304.915
"2022-09-21 02:04:58+00",1377,294.6457142857143,304.915
"2022-09-21 02:05:00+00",1377,294.6433333333334,304.925
"2022-09-21 02:05:02+00",1377,294.6366666666666,304.915
"2022-09-21 02:05:04+00",1377,294.62999999999994,304.93
"2022-09-21 02:05:06+00",1377,294.64400000000006,304.925
"2022-09-21 02:05:08+00",1377,294.63666666666666,304.925
"2022-09-21 02:05:10+00",1377,294.6366666666666,304.94
"2022-09-21 02:05:12+00",1377,294.6228571428572,304.93
"2022-09-21 02:05:14+00",1377,294.6166666666666,304.92
"2022-09-21 02:05:16+00",1377,294.64,304.93
"2022-09-21 02:05:18+00",1377,294.63166666666666,304.935
"2022-09-21 02:05:20+00",1377,294.6233333333333,304.935
"2022-09-21 02:05:22+00",1377,294.62600000000003,304.94
"2022-09-21 02:05:24+00",1377,294.615,304.935
"2022-09-21 02:05:26+00",1377,294.62600000000003,304.94
"2022-09-21 02:05:28+00",1377,294.6225,304.95
"2022-09-21 02:05:30+00",1377,294.61,304.95
"2022-09-21 02:05:32+00",1377,294.6171428571429,304.945
"2022-09-21 02:05:34+00",1377,294.625,304.95
"2022-09-21 02:05:36+00",1377,294.6225,304.95
"2022-09-21 02:05:38+00",1377,294.62833333333333,304.955
"2022-09-21 02:05:40+00",1377,294.62333333333333,304.96
"2022-09-21 02:05:42+00",1377,294.6033333333333,304.95
"2022-09-21 02:05:44+00",1377,294.602,304.96
"2022-09-21 02:05:46+00",1377,294.6175,304.97
"2022-09-21 02:05:48+00",1377,294.61,304.955
"2022-09-21 02:05:50+00",1377,294.61199999999997,304.95
"2022-09-21 02:05:52+00",1377,294.61,304.95
"2022-09-21 02:05:54+00",1377,294.605,304.945
"2022-09-21 02:05:56+00",1377,294.60714285714295,304.935
"2022-09-21 02:05:58+00",1377,294.605,304.935
"2022-09-21 02:06:00+00",1377,294.60571428571427,304.935
"2022-09-21 02:06:02+00",1377,294.61,304.94
"2022-09-21 02:06:04+00",1377,294.6,304.92
"2022-09-21 02:06:06+00",1377,294.61,304.93
"2022-09-21 02:06:08+00",1377,294.6114285714285,304.93
"2022-09-21 02:06:10+00",1377,294.60625,304.925
"2022-09-21 02:06:12+00",1377,294.59875,304.935
"2022-09-21 02:06:14+00",1377,294.61,304.93
"2022-09-21 02:06:16+00",1377,294.60999999999996,304.925
"2022-09-21 02:06:18+00",1377,294.6014285714286,304.925
"2022-09-21 02:06:20+00",1377,294.5916666666667,304.925
"2022-09-21 02:06:22+00",1377,294.5942857142857,304.925
"2022-09-21 02:06:24+00",1377,294.59666666666664,304.93
"2022-09-21 02:06:26+00",1377,294.604,304.93
"2022-09-21 02:06:28+00",1377,294.61,304.925
"2022-09-21 02:06:30+00",1377,294.60714285714295,304.92
"2022-09-21 02:06:32+00",1377,294.588,304.915
"2022-09-21 02:06:34+00",1377,294.59999999999997,304.92
"2022-09-21 02:06:36+00",1377,294.60666666666674,304.915
"2022-09-21 02:06:38+00",1377,294.6166666666666,304.915
"2022-09-21 02:06:40+00",1377,294.608,304.925
"2022-09-21 02:06:42+00",1377,294.61,304.91
"2022-09-21 02:06:44+00",1377,294.6042857142857,304.915
"2022-09-21 02:06:46+00",1377,294.60833333333335,304.915
"2022-09-21 02:06:48+00",1377,294.616,304.91
"2022-09-21 02:06:50+00",1377,294.605,304.915
"2022-09-21 02:06:52+00",1377,294.61199999999997,304.925
"2022-09-21 02:06:54+00",1377,294.6228571428572,304.92
"2022-09-21 02:06:56+00",1377,294.615,304.925
"2022-09-21 02:06:58+00",1377,294.6233333333334,304.92
"2022-09-21 02:07:00+00",1377,294.615,304.92
"2022-09-21 02:07:02+00",1377,294.605,304.92
"2022-09-21 02:07:04+00",1377,294.608,304.915
"2022-09-21 02:07:06+00",1377,294.62,304.92
"2022-09-21 02:07:08+00",1377,294.61199999999997,304.92
"2022-09-21 02:07:10+00",1377,294.6,304.925
"2022-09-21 02:07:12+00",1377,294.59833333333336,304.92
"2022-09-21 02:07:14+00",1377,294.60142857142864,304.92
"2022-09-21 02:07:16+00",1377,294.61,304.915
"2022-09-21 02:07:18+00",1377,294.605,304.93
"2022-09-21 02:07:20+00",1377,294.5833333333333,304.925
"2022-09-21 02:07:22+00",1377,294.592,304.92
"2022-09-21 02:07:24+00",1377,294.5975,304.92
"2022-09-21 02:07:26+00",1377,294.60125000000005,304.92
"2022-09-21 02:07:28+00",1377,294.59714285714284,304.92
"2022-09-21 02:07:30+00",1377,294.5966666666667,304.93
"2022-09-21 02:07:32+00",1377,294.5975,304.925
"2022-09-21 02:07:34+00",1377,294.59000000000003,304.92
"2022-09-21 02:07:36+00",1377,294.59666666666664,304.925
"2022-09-21 02:07:38+00",1377,294.5925,304.92
"2022-09-21 02:07:40+00",1377,294.58714285714285,304.91
"2022-09-21 02:07:42+00",1377,294.57,304.92
"2022-09-21 02:07:44+00",1377,294.59000000000003,304.93
"2022-09-21 02:07:46+00",1377,294.60833333333335,304.925
"2022-09-21 02:07:48+00",1377,294.59749999999997,304.92
"2022-09-21 02:07:50+00",1377,294.6028571428571,304.925
"2022-09-21 02:07:52+00",1377,294.59799999999996,304.92
"2022-09-21 02:07:54+00",1377,294.59666666666664,304.92
"2022-09-21 02:07:56+00",1377,294.60714285714283,304.91
"2022-09-21 02:07:58+00",1377,294.5966666666667,304.915
"2022-09-21 02:08:00+00",1377,294.6125,304.92
"2022-09-21 02:08:02+00",1377,294.5942857142857,304.9
"2022-09-21 02:08:04+00",1377,294.592,304.9
"2022-09-21 02:08:06+00",1377,294.6014285714286,304.885
"2022-09-21 02:08:08+00",1377,294.6014285714286,304.9
"2022-09-21 02:08:10+00",1377,294.58,304.9
"2022-09-21 02:08:12+00",1377,294.595,304.91
"2022-09-21 02:08:14+00",1377,294.60666666666674,304.91
"2022-09-21 02:08:16+00",1377,294.6016666666667,304.91
"2022-09-21 02:08:18+00",1377,294.5833333333333,304.885
"2022-09-21 02:08:20+00",1377,294.58875,304.91
"2022-09-21 02:08:22+00",1377,294.596,304.89
"2022-09-21 02:08:24+00",1377,294.5883333333333,304.885
"2022-09-21 02:08:26+00",1377,294.6,304.875
"2022-09-21 02:08:28+00",1377,294.59,304.88
"2022-09-21 02:08:30+00",1377,294.6,304.875
"2022-09-21 02:08:32+00",1377,294.59000000000003,304.88
"2022-09-21 02:08:34+00",1377,294.59000000000003,304.87
"2022-09-21 02:08:36+00",1377,294.5857142857143,304.88
"2022-09-21 02:08:38+00",1377,294.6,304.87
"2022-09-21 02:08:40+00",1377,294.5833333333333,304.885
"2022-09-21 02:08:42+00",1377,294.5883333333333,304.885
"2022-09-21 02:08:44+00",1377,294.59,304.88
"2022-09-21 02:08:46+00",1377,294.59285714285716,304.875
"2022-09-21 02:08:48+00",1377,294.59000000000003,304.885
"2022-09-21 02:08:50+00",1377,294.6,304.875
"2022-09-21 02:08:52+00",1377,294.59,304.88
"2022-09-21 02:08:54+00",1377,294.5885714285714,304.875
"2022-09-21 02:08:56+00",1377,294.605,304.875
"2022-09-21 02:08:58+00",1377,294.58666666666664,304.875
"2022-09-21 02:09:00+00",1377,294.58500000000004,304.87
"2022-09-21 02:09:02+00",1377,294.605,304.885
"2022-09-21 02:09:04+00",1377,294.60833333333335,304.88
"2022-09-21 02:09:06+00",1377,294.58500000000004,304.88
"2022-09-21 02:09:08+00",1377,294.59399999999994,304.875
"2022-09-21 02:09:10+00",1377,294.5833333333333,304.88
"2022-09-21 02:09:12+00",1377,294.5933333333333,304.87
"2022-09-21 02:09:14+00",1377,294.605,304.88
"2022-09-21 02:09:16+00",1377,294.6066666666667,304.88
"2022-09-21 02:09:18+00",1377,294.6057142857143,304.875
"2022-09-21 02:09:20+00",1377,294.59714285714284,304.88
"2022-09-21 02:09:22+00",1377,294.6,304.875
"2022-09-21 02:09:24+00",1377,294.6171428571429,304.875
"2022-09-21 02:09:26+00",1377,294.615,304.88
"2022-09-21 02:09:28+00",1377,294.6171428571429,304.885
"2022-09-21 02:09:30+00",1377,294.60375,304.89
"2022-09-21 02:09:32+00",1377,294.61,304.87
"2022-09-21 02:09:34+00",1377,294.61666666666673,304.88
"2022-09-21 02:09:36+00",1377,294.6125,304.865
"2022-09-21 02:09:38+00",1377,294.6166666666666,304.875
"2022-09-21 02:09:40+00",1377,294.616,304.875
"2022-09-21 02:09:42+00",1377,294.61857142857144,304.885
"2022-09-21 02:09:44+00",1377,294.62999999999994,304.88
"2022-09-21 02:09:46+00",1377,294.625,304.885
"2022-09-21 02:09:48+00",1377,294.62600000000003,304.88
"2022-09-21 02:09:50+00",1377,294.61428571428576,304.89
"2022-09-21 02:09:52+00",1377,294.62,304.885
"2022-09-21 02:09:54+00",1377,294.6225,304.88
"2022-09-21 02:09:56+00",1377,294.61400000000003,304.885
"2022-09-21 02:09:58+00",1377,294.62,304.885
"2022-09-21 02:10:00+00",1377,294.62,304.875
"2022-09-21 02:10:02+00",1377,294.62999999999994,304.875
"2022-09-21 02:10:04+00",1377,294.63166666666666,304.88
"2022-09-21 02:10:06+00",1377,294.63666666666666,304.87
"2022-09-21 02:10:08+00",1377,294.63142857142856,304.88
"2022-09-21 02:10:10+00",1377,294.62125000000003,304.89
"2022-09-21 02:10:12+00",1377,294.63,304.88
"2022-09-21 02:10:14+00",1377,294.6471428571429,304.89
"2022-09-21 02:10:16+00",1377,294.6233333333334,304.88
"2022-09-21 02:10:18+00",1377,294.61875000000003,304.875
"2022-09-21 02:10:20+00",1377,294.61857142857144,304.895
"2022-09-21 02:10:22+00",1377,294.62600000000003,304.88
"2022-09-21 02:10:24+00",1377,294.62874999999997,304.88
"2022-09-21 02:10:26+00",1377,294.62333333333333,304.88
"2022-09-21 02:10:28+00",1377,294.6233333333333,304.88
"2022-09-21 02:10:30+00",1377,294.616,304.885
"2022-09-21 02:10:32+00",1377,294.6116666666667,304.88
"2022-09-21 02:10:34+00",1377,294.62874999999997,304.9
"2022-09-21 02:10:36+00",1377,294.62,304.89
"2022-09-21 02:10:38+00",1377,294.6225,304.89
"2022-09-21 02:10:40+00",1377,294.60833333333335,304.9
"2022-09-21 02:10:42+00",1377,294.634,304.885
"2022-09-21 02:10:44+00",1377,294.63166666666666,304.91
"2022-09-21 02:10:46+00",1377,294.6383333333333,304.89
"2022-09-21 02:10:48+00",1377,294.61833333333334,304.9
"2022-09-21 02:10:50+00",1377,294.6166666666666,304.9
"2022-09-21 02:10:52+00",1377,294.615,304.89
"2022-09-21 02:10:54+00",1377,294.61833333333334,304.9
"2022-09-21 02:10:56+00",1377,294.62000000000006,304.89
"2022-09-21 02:10:58+00",1377,294.61571428571426,304.89
"2022-09-21 02:11:00+00",1377,294.6275,304.89
"2022-09-21 02:11:02+00",1377,294.6225,304.91
"2022-09-21 02:11:04+00",1377,294.63,304.885
"2022-09-21 02:11:06+00",1377,294.6116666666667,304.89
"2022-09-21 02:11:08+00",1377,294.60428571428577,304.885
"2022-09-21 02:11:10+00",1377,294.6016666666667,304.885
"2022-09-21 02:11:12+00",1377,294.6075,304.89
"2022-09-21 02:11:14+00",1377,294.6114285714285,304.89
"2022-09-21 02:11:16+00",1377,294.6014285714286,304.88
"2022-09-21 02:11:18+00",1377,294.605,304.89
"2022-09-21 02:11:20+00",1377,294.602,304.88
"2022-09-21 02:11:22+00",1377,294.6114285714286,304.88
"2022-09-21 02:11:24+00",1377,294.6042857142857,304.87
"2022-09-21 02:11:26+00",1377,294.6033333333333,304.885
"2022-09-21 02:11:28+00",1377,294.6028571428571,304.88
"2022-09-21 02:11:30+00",1377,294.6033333333333,304.88
"2022-09-21 02:11:32+00",1377,294.59749999999997,304.88
"2022-09-21 02:11:34+00",1377,294.61125,304.88
"2022-09-21 02:11:36+00",1377,294.616,304.875
"2022-09-21 02:11:38+00",1377,294.604,304.88
"2022-09-21 02:11:40+00",1377,294.594,304.87
"2022-09-21 02:11:42+00",1377,294.61400000000003,304.88
"2022-09-21 02:11:44+00",1377,294.61400000000003,304.875
"2022-09-21 02:11:46+00",1377,294.60333333333335,304.875
"2022-09-21 02:11:48+00",1377,294.605,304.875
"2022-09-21 02:11:50+00",1377,294.60833333333335,304.875
"2022-09-21 02:11:52+00",1377,294.6166666666667,304.88
"2022-09-21 02:11:54+00",1377,294.61333333333334,304.87
"2022-09-21 02:11:56+00",1377,294.61,304.87
"2022-09-21 02:11:58+00",1377,294.6066666666667,304.875
"2022-09-21 02:12:00+00",1377,294.60833333333335,304.875
"2022-09-21 02:12:02+00",1377,294.61666666666673,304.88
"2022-09-21 02:12:04+00",1377,294.625,304.885
"2022-09-21 02:12:06+00",1377,294.6,304.885
"2022-09-21 02:12:08+00",1377,294.61199999999997,304.9
"2022-09-21 02:12:10+00",1377,294.6125,304.89
"2022-09-21 02:12:12+00",1377,294.62166666666667,304.88
"2022-09-21 02:12:14+00",1377,294.62,304.88
"2022-09-21 02:12:16+00",1377,294.605,304.89
"2022-09-21 02:12:18+00",1377,294.61199999999997,304.885
"2022-09-21 02:12:20+00",1377,294.61666666666673,304.88
"2022-09-21 02:12:22+00",1377,294.625,304.88
"2022-09-21 02:12:24+00",1377,294.61199999999997,304.89
"2022-09-21 02:12:26+00",1377,294.6233333333333,304.89
"2022-09-21 02:12:28+00",1377,294.62600000000003,304.9
"2022-09-21 02:12:30+00",1377,294.6233333333334,304.89
"2022-09-21 02:12:32+00",1377,294.63199999999995,304.91
"2022-09-21 02:12:34+00",1377,294.6266666666666,304.88
"2022-09-21 02:12:36+00",1377,294.62,304.91
"2022-09-21 02:12:38+00",1377,294.6166666666667,304.91
"2022-09-21 02:12:40+00",1377,294.6225,304.91
"2022-09-21 02:12:42+00",1377,294.62,304.915
"2022-09-21 02:12:44+00",1377,294.61833333333334,304.91
"2022-09-21 02:12:46+00",1377,294.61199999999997,304.91
"2022-09-21 02:12:48+00",1377,294.61199999999997,304.915
"2022-09-21 02:12:50+00",1377,294.6085714285714,304.9
"2022-09-21 02:12:52+00",1377,294.61857142857144,304.88
"2022-09-21 02:12:54+00",1377,294.62000000000006,304.9
"2022-09-21 02:12:56+00",1377,294.62166666666667,304.91
"2022-09-21 02:12:58+00",1377,294.62,304.89
"2022-09-21 02:13:00+00",1377,294.62666666666667,304.9
"2022-09-21 02:13:02+00",1377,294.63166666666666,304.91
"2022-09-21 02:13:04+00",1377,294.62,304.9
"2022-09-21 02:13:06+00",1377,294.60833333333335,304.915
"2022-09-21 02:13:08+00",1377,294.61833333333334,304.89
"2022-09-21 02:13:10+00",1377,294.61857142857144,304.9
"2022-09-21 02:13:12+00",1377,294.628,304.89
"2022-09-21 02:13:14+00",1377,294.6233333333333,304.89
"2022-09-21 02:13:16+00",1377,294.61199999999997,304.89
"2022-09-21 02:13:18+00",1377,294.61000000000007,304.89
"2022-09-21 02:13:20+00",1377,294.625,304.89
"2022-09-21 02:13:22+00",1377,294.61833333333334,304.91
"2022-09-21 02:13:24+00",1377,294.6066666666667,304.9
"2022-09-21 02:13:26+00",1377,294.60714285714283,304.9
"2022-09-21 02:13:28+00",1377,294.6125,304.89
"2022-09-21 02:13:30+00",1377,294.6066666666666,304.91
"2022-09-21 02:13:32+00",1377,294.62000000000006,304.9
"2022-09-21 02:13:34+00",1377,294.615,304.89
"2022-09-21 02:13:36+00",1377,294.61249999999995,304.885
"2022-09-21 02:13:38+00",1377,294.6166666666666,304.88
"2022-09-21 02:13:40+00",1377,294.6166666666667,304.88
"2022-09-21 02:13:42+00",1377,294.62571428571425,304.88
"2022-09-21 02:13:44+00",1377,294.6114285714286,304.875
"2022-09-21 02:13:46+00",1377,294.61625,304.87
"2022-09-21 02:13:48+00",1377,294.61,304.87
"2022-09-21 02:13:50+00",1377,294.61400000000003,304.87
"2022-09-21 02:13:52+00",1377,294.61,304.88
"2022-09-21 02:13:54+00",1377,294.6133333333334,304.865
"2022-09-21 02:13:56+00",1377,294.6016666666667,304.865
"2022-09-21 02:13:58+00",1377,294.6028571428572,304.86
"2022-09-21 02:14:00+00",1377,294.60999999999996,304.875
"2022-09-21 02:14:02+00",1377,294.61833333333334,304.865
"2022-09-21 02:14:04+00",1377,294.62,304.87
"2022-09-21 02:14:06+00",1377,294.6085714285714,304.87
"2022-09-21 02:14:08+00",1377,294.59875,304.87
"2022-09-21 02:14:10+00",1377,294.608,304.875
"2022-09-21 02:14:12+00",1377,294.615,304.88
"2022-09-21 02:14:14+00",1377,294.61333333333334,304.87
"2022-09-21 02:14:16+00",1377,294.604,304.88
"2022-09-21 02:14:18+00",1377,294.608,304.88
"2022-09-21 02:14:20+00",1377,294.61,304.885
"2022-09-21 02:14:22+00",1377,294.61,304.885
"2022-09-21 02:14:24+00",1377,294.60200000000003,304.885
"2022-09-21 02:14:26+00",1377,294.5975,304.87
"2022-09-21 02:14:28+00",1377,294.604,304.875
"2022-09-21 02:14:30+00",1377,294.608,304.865
"2022-09-21 02:14:32+00",1377,294.6066666666666,304.87
"2022-09-21 02:14:34+00",1377,294.59749999999997,304.875
"2022-09-21 02:14:36+00",1377,294.59749999999997,304.875
"2022-09-21 02:14:38+00",1377,294.60200000000003,304.88
"2022-09-21 02:14:40+00",1377,294.61199999999997,304.87
"2022-09-21 02:14:42+00",1377,294.61833333333334,304.87
"2022-09-21 02:14:44+00",1377,294.62,304.88
"2022-09-21 02:14:46+00",1377,294.605,304.88
"2022-09-21 02:14:48+00",1377,294.61,304.875
"2022-09-21 02:14:50+00",1377,294.604,304.875
"2022-09-21 02:14:52+00",1377,294.615,304.885
"2022-09-21 02:14:54+00",1377,294.62,304.875
"2022-09-21 02:14:56+00",1377,294.6028571428571,304.88
"2022-09-21 02:14:58+00",1377,294.6033333333333,304.88
"2022-09-21 02:15:00+00",1377,294.605,304.885
"2022-09-21 02:15:02+00",1377,294.61285714285714,304.885
"2022-09-21 02:15:04+00",1377,294.60200000000003,304.88
"2022-09-21 02:15:06+00",1377,294.595,304.875
"2022-09-21 02:15:08+00",1377,294.59799999999996,304.87
"2022-09-21 02:15:10+00",1377,294.61199999999997,304.885
"2022-09-21 02:15:12+00",1377,294.6114285714285,304.875
"2022-09-21 02:15:14+00",1377,294.61,304.88
"2022-09-21 02:15:16+00",1377,294.6033333333333,304.88
"2022-09-21 02:15:18+00",1377,294.6166666666666,304.89
"2022-09-21 02:15:20+00",1377,294.6242857142857,304.885
"2022-09-21 02:15:22+00",1377,294.63,304.88
"2022-09-21 02:15:24+00",1377,294.60833333333335,304.875
"2022-09-21 02:15:26+00",1377,294.602,304.875
"2022-09-21 02:15:28+00",1377,294.6171428571429,304.875
"2022-09-21 02:15:30+00",1377,294.62,304.875
"2022-09-21 02:15:32+00",1377,294.61999999999995,304.88
"2022-09-21 02:15:34+00",1377,294.6116666666667,304.86
"2022-09-21 02:15:36+00",1377,294.615,304.87
"2022-09-21 02:15:38+00",1377,294.62000000000006,304.88
"2022-09-21 02:15:40+00",1377,294.634,304.875
"2022-09-21 02:15:42+00",1377,294.65,304.87
"2022-09-21 02:15:44+00",1377,294.62,304.87
"2022-09-21 02:15:46+00",1377,294.6257142857143,304.87
"2022-09-21 02:15:48+00",1377,294.6328571428571,304.88
"2022-09-21 02:15:50+00",1377,294.63999999999993,304.87
"2022-09-21 02:15:52+00",1377,294.64142857142855,304.87
"2022-09-21 02:15:54+00",1377,294.63,304.885
"2022-09-21 02:15:56+00",1377,294.63166666666666,304.875
"2022-09-21 02:15:58+00",1377,294.63800000000003,304.875
"2022-09-21 02:16:00+00",1377,294.64166666666665,304.89
"2022-09-21 02:16:02+00",1377,294.6442857142857,304.88
"2022-09-21 02:16:04+00",1377,294.64,304.875
"2022-09-21 02:16:06+00",1377,294.635,304.885
"2022-09-21 02:16:08+00",1377,294.645,304.875
"2022-09-21 02:16:10+00",1377,294.65,304.875
"2022-09-21 02:16:12+00",1377,294.645,304.875
"2022-09-21 02:16:14+00",1377,294.64000000000004,304.875
"2022-09-21 02:16:16+00",1377,294.628,304.875
"2022-09-21 02:16:18+00",1377,294.65749999999997,304.88
"2022-09-21 02:16:20+00",1377,294.64285714285705,304.87
"2022-09-21 02:16:22+00",1377,294.65,304.87
"2022-09-21 02:16:24+00",1377,294.6342857142857,304.865
"2022-09-21 02:16:26+00",1377,294.64,304.865
"2022-09-21 02:16:28+00",1377,294.645,304.87
"2022-09-21 02:16:30+00",1377,294.6542857142858,304.87
"2022-09-21 02:16:32+00",1377,294.658,304.87
"2022-09-21 02:16:34+00",1377,294.655,304.875
"2022-09-21 02:16:36+00",1377,294.6483333333333,304.87
"2022-09-21 02:16:38+00",1377,294.64,304.875
"2022-09-21 02:16:40+00",1377,294.64375,304.875
"2022-09-21 02:16:42+00",1377,294.6485714285714,304.875
"2022-09-21 02:16:44+00",1377,294.64399999999995,304.875
"2022-09-21 02:16:46+00",1377,294.64,304.87
"2022-09-21 02:16:48+00",1377,294.64166666666665,304.88
"2022-09-21 02:16:50+00",1377,294.65333333333336,304.88
"2022-09-21 02:16:52+00",1377,294.64399999999995,304.875
"2022-09-21 02:16:54+00",1377,294.634,304.87
"2022-09-21 02:16:56+00",1377,294.628,304.885
"2022-09-21 02:16:58+00",1377,294.64,304.87
"2022-09-21 02:17:00+00",1377,294.62833333333333,304.875
"2022-09-21 02:17:02+00",1377,294.645,304.875
"2022-09-21 02:17:04+00",1377,294.63999999999993,304.88
"2022-09-21 02:17:06+00",1377,294.6357142857143,304.87
"2022-09-21 02:17:08+00",1377,294.62999999999994,304.865
"2022-09-21 02:17:10+00",1377,294.6328571428571,304.875
"2022-09-21 02:17:12+00",1377,294.63199999999995,304.87
"2022-09-21 02:17:14+00",1377,294.62,304.87
"2022-09-21 02:17:16+00",1377,294.6175,304.875
"2022-09-21 02:17:18+00",1377,294.635,304.875
"2022-09-21 02:17:20+00",1377,294.6375,304.88
"2022-09-21 02:17:22+00",1377,294.6366666666666,304.875
"2022-09-21 02:17:24+00",1377,294.6275,304.88
"2022-09-21 02:17:26+00",1377,294.63571428571424,304.87
"2022-09-21 02:17:28+00",1377,294.63800000000003,304.875
"2022-09-21 02:17:30+00",1377,294.635,304.87
"2022-09-21 02:17:32+00",1377,294.625,304.87
"2022-09-21 02:17:34+00",1377,294.6266666666667,304.88
"2022-09-21 02:17:36+00",1377,294.62857142857143,304.88
"2022-09-21 02:17:38+00",1377,294.63,304.885
"2022-09-21 02:17:40+00",1377,294.636,304.88
"2022-09-21 02:17:42+00",1377,294.634,304.88
"2022-09-21 02:17:44+00",1377,294.625,304.875
"2022-09-21 02:17:46+00",1377,294.6271428571428,304.87
"2022-09-21 02:17:48+00",1377,294.62833333333333,304.885
"2022-09-21 02:17:50+00",1377,294.6325,304.88
"2022-09-21 02:17:52+00",1377,294.62833333333333,304.88
"2022-09-21 02:17:54+00",1377,294.615,304.875
"2022-09-21 02:17:56+00",1377,294.62600000000003,304.885
"2022-09-21 02:17:58+00",1377,294.6477777777778,304.885
"2022-09-21 02:18:00+00",1377,294.64399999999995,304.885
"2022-09-21 02:18:02+00",1377,294.6357142857143,304.88
"2022-09-21 02:18:04+00",1377,294.64,304.9
"2022-09-21 02:18:06+00",1377,294.6328571428571,304.88
"2022-09-21 02:18:08+00",1377,294.65166666666664,304.885
"2022-09-21 02:18:10+00",1377,294.645,304.89
"2022-09-21 02:18:12+00",1377,294.63199999999995,304.9
"2022-09-21 02:18:14+00",1377,294.63599999999997,304.9
"2022-09-21 02:18:16+00",1377,294.6325,304.91
"2022-09-21 02:18:18+00",1377,294.646,304.9
"2022-09-21 02:18:20+00",1377,294.6383333333333,304.91
"2022-09-21 02:18:22+00",1377,294.64333333333326,304.9
"2022-09-21 02:18:24+00",1377,294.6285714285714,304.91
"2022-09-21 02:18:26+00",1377,294.634,304.91
"2022-09-21 02:18:28+00",1377,294.64,304.91
"2022-09-21 02:18:30+00",1377,294.64166666666665,304.9
"2022-09-21 02:18:32+00",1377,294.63333333333327,304.9
"2022-09-21 02:18:34+00",1377,294.634,304.915
"2022-09-21 02:18:36+00",1377,294.64399999999995,304.915
"2022-09-21 02:18:38+00",1377,294.65199999999993,304.91
"2022-09-21 02:18:40+00",1377,294.65,304.915
"2022-09-21 02:18:42+00",1377,294.63999999999993,304.92
"2022-09-21 02:18:44+00",1377,294.6357142857143,304.91
"2022-09-21 02:18:46+00",1377,294.6375,304.91
"2022-09-21 02:18:48+00",1377,294.65333333333336,304.91
"2022-09-21 02:18:50+00",1377,294.63,304.9
"2022-09-21 02:18:52+00",1377,294.635,304.89
"2022-09-21 02:18:54+00",1377,294.62,304.885
"2022-09-21 02:18:56+00",1377,294.64000000000004,304.895
"2022-09-21 02:18:58+00",1377,294.6533333333333,304.89
"2022-09-21 02:19:00+00",1377,294.634,304.885
"2022-09-21 02:19:02+00",1377,294.6314285714285,304.88
"2022-09-21 02:19:04+00",1377,294.63,304.885
"2022-09-21 02:19:06+00",1377,294.64,304.89
