Freq.	1/I(V4)
1.00000000000000e-01,1.30753767368661e+02,9.43485892402590e-02,
1.25892541179417e-01,1.30753760482091e+02,1.18777773785798e-01,
1.58489319246111e-01,1.30753749567609e+02,1.49532232521149e-01,
1.99526231496888e-01,1.30753732269423e+02,1.88249677490325e-01,
2.51188643150958e-01,1.30753704853780e+02,2.36991804115789e-01,
3.16227766016838e-01,1.30753661403267e+02,2.98354009682713e-01,
3.98107170553497e-01,1.30753592539728e+02,3.75603459433080e-01,
5.01187233627272e-01,1.30753483400633e+02,4.72852779207090e-01,
6.30957344480193e-01,1.30753310432412e+02,5.95278477589341e-01,
7.94328234724282e-01,1.30753036310435e+02,7.49395436565341e-01,
1.00000000000000e+00,1.30752601891741e+02,9.43401504407515e-01,
1.25892541179417e+00,1.30751913473550e+02,1.18760937784981e+00,
1.58489319246111e+00,1.30750822627701e+02,1.49498645397012e+00,
1.99526231496888e+00,1.30749094314559e+02,1.88182678528338e+00,
2.51188643150958e+00,1.30746356530989e+02,2.36858174684039e+00,
3.16227766016838e+00,1.30742020968623e+02,2.98087545228054e+00,
3.98107170553498e+00,1.30735158418904e+02,3.75072302132640e+00,
5.01187233627273e+00,1.30724304174494e+02,4.71794586553277e+00,
6.30957344480194e+00,1.30707156732474e+02,5.93172159329037e+00,
7.94328234724282e+00,1.30680117796025e+02,7.45208644325481e+00,
1.00000000000000e+01,1.30637605845830e+02,9.35097354077396e+00,
1.25892541179417e+01,1.30571069932712e+02,1.17119446721341e+01,
1.58489319246112e+01,1.30467662220834e+02,1.46270805180020e+01,
1.99526231496888e+01,1.30308654519345e+02,1.81885699214081e+01,
2.51188643150958e+01,1.30067994759735e+02,2.24718378524286e+01,
3.16227766016838e+01,1.29711951886537e+02,2.75079821931016e+01,
3.98107170553498e+01,1.29201395304639e+02,3.32483647903581e+01,
5.01187233627273e+01,1.28498116175221e+02,3.95347676418287e+01,
6.30957344480194e+01,1.27574600148052e+02,4.60985502910207e+01,
7.94328234724283e+01,1.26423155441477e+02,5.26059973028646e+01,
1.00000000000000e+02,1.25058766645106e+02,5.87372173007778e+01,
1.25892541179417e+02,1.23513655823085e+02,6.42575716264309e+01,
1.58489319246112e+02,1.21827299410397e+02,6.90472895197636e+01,
1.99526231496888e+02,1.20037523195515e+02,7.30882837022479e+01,
2.51188643150958e+02,1.18175600161035e+02,7.64302079088686e+01,
3.16227766016839e+02,1.16265035272101e+02,7.91567862366092e+01,
3.98107170553498e+02,1.14322427811703e+02,8.13618552659485e+01,
5.01187233627273e+02,1.12359034550286e+02,8.31356626782486e+01,
6.30957344480194e+02,1.10382292126722e+02,8.45585640095932e+01,
7.94328234724283e+02,1.08397031816173e+02,8.56991048952245e+01,
1.00000000000000e+03,1.06406359017177e+02,8.66143485420382e+01,
1.25892541179417e+03,1.04412256438034e+02,8.73511766720693e+01,
1.58489319246112e+03,1.02415984805772e+02,8.79478913886496e+01,
1.99526231496888e+03,1.00418344004012e+02,8.84357987811736e+01,
2.51188643150959e+03,9.84198413175822e+01,8.88406450203662e+01,
3.16227766016839e+03,9.64207991653754e+01,8.91838708370811e+01,
3.98107170553498e+03,9.44214239898285e+01,8.94836946225077e+01,
5.01187233627273e+03,9.24218505365429e+01,8.97560531084980e+01,
6.30957344480195e+03,9.04221708273267e+01,9.00154352026267e+01,
7.94328234724283e+03,8.84224539790263e+01,9.02756460507093e+01,
1.00000000000000e+04,8.64227611059802e+01,9.05505382935076e+01,
1.25892541179417e+04,8.44231585078423e+01,9.08547475185747e+01,
1.58489319246112e+04,8.24237319859686e+01,9.12044699548493e+01,
1.99526231496889e+04,8.04246053836064e+01,9.16183229754003e+01,
2.51188643150959e+04,7.84259673698040e+01,9.21183332243068e+01,
3.16227766016839e+04,7.64281122954510e+01,9.27311033005989e+01,
3.98107170553498e+04,7.44315040582136e+01,9.34892158614419e+01,
5.01187233627274e+04,7.24368770536111e+01,9.44329432550995e+01,
6.30957344480195e+04,7.04453967177064e+01,9.56123397615201e+01,
7.94328234724284e+04,6.84589160392023e+01,9.70897978111418e+01,
1.00000000000000e+05,6.64803874643236e+01,9.89431376801569e+01,
1.25892541179417e+05,6.45145282433575e+01,1.01269242482991e+02,
1.58489319246112e+05,6.25689019511510e+01,1.04188071106841e+02,
1.99526231496889e+05,6.06556842582437e+01,1.07846392720824e+02,
2.51188643150959e+05,5.87945380099151e+01,1.12419344303466e+02,
3.16227766016839e+05,5.70172061196061e+01,1.18104954951933e+02,
3.98107170553499e+05,5.53744816176655e+01,1.25100101171982e+02,
5.01187233627274e+05,5.39454227868514e+01,1.33531479057773e+02,
6.30957344480196e+05,5.28435321788348e+01,1.43288033111544e+02,
7.94328234724285e+05,5.21959221607474e+01,1.53724325973107e+02,
1.00000000000000e+06,5.20602394306843e+01,1.63519670243071e+02,
1.25892541179417e+06,5.23382206582156e+01,1.71258411825563e+02,
1.58489319246112e+06,5.28222075334859e+01,1.76304313472348e+02,
1.99526231496889e+06,5.33204474308309e+01,1.78925732962980e+02,
2.51188643150959e+06,5.37223471969018e+01,1.79840614292196e+02,
3.16227766016839e+06,5.39958059712921e+01,1.79787628388085e+02,
3.98107170553499e+06,5.41576352966798e+01,1.79301747070592e+02,
5.01187233627275e+06,5.42421329751456e+01,1.78668707810266e+02,
6.30957344480196e+06,5.42805143441856e+01,1.77986419780133e+02,
7.94328234724285e+06,5.42934996899766e+01,1.77250914751483e+02,
1.00000000000000e+07,5.42919799013121e+01,1.76417386739533e+02,
