# This file contains voltage measurements accross a 100 Ω shunt resistor driven by the digital current driver.
# KS34470A ACAL TEMP=+2.75075130E+01
# Log started at UTC: 2021-04-13T19:43:25+00:00
# Date,Value KS34470A
2021-04-13 21:15:12.439060,-1.02443936E+01
2021-04-13 21:15:16.493065,-1.02443936E+01
2021-04-13 21:15:20.631159,-1.02443927E+01
2021-04-13 21:15:24.686032,-1.02443927E+01
2021-04-13 21:15:28.740559,-1.02443931E+01
2021-04-13 21:15:32.795548,-1.02443921E+01
2021-04-13 21:15:36.850294,-1.02443927E+01
2021-04-13 21:15:40.905124,-1.02443920E+01
2021-04-13 21:15:44.963741,-1.02443923E+01
2021-04-13 21:15:49.023426,-1.02443934E+01
2021-04-13 21:15:53.080079,-1.02443924E+01
2021-04-13 21:15:57.136239,-1.02443929E+01
2021-04-13 21:16:01.192662,-1.02443937E+01
2021-04-13 21:16:05.249336,-1.02443937E+01
2021-04-13 21:16:09.305856,-1.02443932E+01
2021-04-13 21:16:13.362540,-1.02443931E+01
2021-04-13 21:16:17.418842,-1.02443933E+01
2021-04-13 21:16:21.475338,-1.02443932E+01
2021-04-13 21:16:25.531919,-1.02443936E+01
2021-04-13 21:16:29.588813,-1.02443922E+01
2021-04-13 21:16:33.724359,-1.02443916E+01
2021-04-13 21:16:37.780961,-1.02443924E+01
2021-04-13 21:16:41.838332,-1.02443924E+01
2021-04-13 21:16:45.894693,-1.02443937E+01
2021-04-13 21:16:49.951354,-1.02443931E+01
2021-04-13 21:16:54.007693,-1.02443928E+01
2021-04-13 21:16:58.064335,-1.02443927E+01
2021-04-13 21:17:02.121072,-1.02443925E+01
2021-04-13 21:17:06.177437,-1.02443934E+01
2021-04-13 21:17:10.233988,-1.02443939E+01
2021-04-13 21:17:14.290706,-1.02443934E+01
2021-04-13 21:17:18.347448,-1.02443938E+01
2021-04-13 21:17:22.403555,-1.02443928E+01
2021-04-13 21:17:26.458108,-1.02443935E+01
2021-04-13 21:17:30.512405,-1.02443934E+01
2021-04-13 21:17:34.566634,-1.02443935E+01
2021-04-13 21:17:38.620905,-1.02443937E+01
2021-04-13 21:17:42.675307,-1.02443940E+01
2021-04-13 21:17:46.729406,-1.02443938E+01
2021-04-13 21:17:50.783690,-1.02443931E+01
2021-04-13 21:17:54.837989,-1.02443941E+01
2021-04-13 21:17:58.892318,-1.02443936E+01
2021-04-13 21:18:02.946560,-1.02443937E+01
2021-04-13 21:18:07.000645,-1.02443937E+01
2021-04-13 21:18:11.054996,-1.02443941E+01
2021-04-13 21:18:15.109136,-1.02443935E+01
2021-04-13 21:18:19.163369,-1.02443934E+01
2021-04-13 21:18:23.217569,-1.02443928E+01
2021-04-13 21:18:27.272373,-1.02443940E+01
2021-04-13 21:18:31.327029,-1.02443942E+01
2021-04-13 21:18:35.382042,-1.02443935E+01
2021-04-13 21:18:39.436706,-1.02443922E+01
2021-04-13 21:18:43.491510,-1.02443929E+01
2021-04-13 21:18:47.546329,-1.02443936E+01
2021-04-13 21:18:51.600834,-1.02443933E+01
2021-04-13 21:18:55.655563,-1.02443942E+01
2021-04-13 21:18:59.709538,-1.02443929E+01
2021-04-13 21:19:03.764502,-1.02443936E+01
2021-04-13 21:19:07.819140,-1.02443943E+01
2021-04-13 21:19:11.874164,-1.02443940E+01
2021-04-13 21:19:15.928869,-1.02443938E+01
2021-04-13 21:19:19.983176,-1.02443932E+01
2021-04-13 21:19:24.037168,-1.02443928E+01
2021-04-13 21:19:28.092028,-1.02443930E+01
2021-04-13 21:19:32.146770,-1.02443935E+01
2021-04-13 21:19:36.201392,-1.02443939E+01
2021-04-13 21:19:40.255909,-1.02443932E+01
2021-04-13 21:19:44.310872,-1.02443939E+01
2021-04-13 21:19:48.366211,-1.02443934E+01
2021-04-13 21:19:52.420935,-1.02443934E+01
2021-04-13 21:19:56.554079,-1.02443931E+01
2021-04-13 21:20:00.608020,-1.02443936E+01
2021-04-13 21:20:04.662109,-1.02443946E+01
2021-04-13 21:20:08.715923,-1.02443934E+01
2021-04-13 21:20:12.770109,-1.02443927E+01
2021-04-13 21:20:16.824183,-1.02443938E+01
2021-04-13 21:20:20.878251,-1.02443938E+01
2021-04-13 21:20:25.016458,-1.02443931E+01
2021-04-13 21:20:29.071161,-1.02443927E+01
2021-04-13 21:20:33.126301,-1.02443932E+01
2021-04-13 21:20:37.180975,-1.02443935E+01
2021-04-13 21:20:41.235719,-1.02443920E+01
2021-04-13 21:20:45.290619,-1.02443929E+01
2021-04-13 21:20:49.345402,-1.02443924E+01
2021-04-13 21:20:53.400188,-1.02443921E+01
2021-04-13 21:20:57.455143,-1.02443937E+01
2021-04-13 21:21:01.509980,-1.02443926E+01
2021-04-13 21:21:05.564621,-1.02443941E+01
2021-04-13 21:21:09.619311,-1.02443925E+01
2021-04-13 21:21:13.674282,-1.02443930E+01
2021-04-13 21:21:17.729065,-1.02443935E+01
2021-04-13 21:21:21.783972,-1.02443933E+01
2021-04-13 21:21:25.838913,-1.02443941E+01
2021-04-13 21:21:29.893435,-1.02443928E+01
2021-04-13 21:21:33.948208,-1.02443937E+01
2021-04-13 21:21:38.085366,-1.02443928E+01
2021-04-13 21:21:42.140178,-1.02443928E+01
2021-04-13 21:21:46.194815,-1.02443936E+01
2021-04-13 21:21:50.249578,-1.02443935E+01
2021-04-13 21:21:54.304372,-1.02443928E+01
2021-04-13 21:21:58.358884,-1.02443925E+01
2021-04-13 21:22:02.413667,-1.02443939E+01
2021-04-13 21:22:06.468034,-1.02443941E+01
2021-04-13 21:22:10.522316,-1.02443934E+01
2021-04-13 21:22:14.576353,-1.02443933E+01
2021-04-13 21:22:18.630058,-1.02443944E+01
2021-04-13 21:22:22.687485,-1.02443949E+01
2021-04-13 21:22:26.742448,-1.02443949E+01
2021-04-13 21:22:30.796960,-1.02443935E+01
2021-04-13 21:22:34.851752,-1.02443947E+01
2021-04-13 21:22:38.906420,-1.02443946E+01
2021-04-13 21:22:42.960936,-1.02443951E+01
2021-04-13 21:22:47.015840,-1.02443945E+01
2021-04-13 21:22:51.069833,-1.02443940E+01
2021-04-13 21:22:55.123767,-1.02443944E+01
2021-04-13 21:22:59.177930,-1.02443940E+01
2021-04-13 21:23:03.231824,-1.02443941E+01
2021-04-13 21:23:07.285862,-1.02443943E+01
2021-04-13 21:23:11.339829,-1.02443934E+01
2021-04-13 21:23:15.393833,-1.02443935E+01
2021-04-13 21:23:19.447935,-1.02443940E+01
2021-04-13 21:23:23.502869,-1.02443942E+01
2021-04-13 21:23:27.557565,-1.02443944E+01
2021-04-13 21:23:31.612429,-1.02443938E+01
2021-04-13 21:23:35.667273,-1.02443940E+01
2021-04-13 21:23:39.722165,-1.02443931E+01
2021-04-13 21:23:43.776739,-1.02443940E+01
2021-04-13 21:23:47.831343,-1.02443942E+01
2021-04-13 21:23:51.886159,-1.02443944E+01
2021-04-13 21:23:55.940861,-1.02443946E+01
2021-04-13 21:23:59.994957,-1.02443942E+01
2021-04-13 21:24:04.049859,-1.02443943E+01
2021-04-13 21:24:08.186969,-1.02443936E+01
2021-04-13 21:24:12.241022,-1.02443933E+01
2021-04-13 21:24:16.295265,-1.02443934E+01
2021-04-13 21:24:20.350488,-1.02443928E+01
2021-04-13 21:24:24.404726,-1.02443939E+01
2021-04-13 21:24:28.458755,-1.02443927E+01
2021-04-13 21:24:32.512951,-1.02443926E+01
2021-04-13 21:24:36.567066,-1.02443922E+01
2021-04-13 21:24:40.621216,-1.02443925E+01
2021-04-13 21:24:44.676029,-1.02443897E+01
2021-04-13 21:24:48.732550,-1.02443866E+01
2021-04-13 21:24:52.865586,-1.02443874E+01
2021-04-13 21:24:56.921974,-1.02443877E+01
2021-04-13 21:25:00.977026,-1.02443872E+01
2021-04-13 21:25:05.031378,-1.02443875E+01
2021-04-13 21:25:09.085498,-1.02443868E+01
2021-04-13 21:25:13.139692,-1.02443872E+01
2021-04-13 21:25:17.194114,-1.02443879E+01
2021-04-13 21:25:21.248547,-1.02443871E+01
2021-04-13 21:25:25.302780,-1.02443874E+01
2021-04-13 21:25:29.440126,-1.02443875E+01
2021-04-13 21:25:33.495032,-1.02443883E+01
2021-04-13 21:25:37.549812,-1.02443890E+01
2021-04-13 21:25:41.603899,-1.02443888E+01
2021-04-13 21:25:45.658726,-1.02443890E+01
2021-04-13 21:25:49.717819,-1.02443883E+01
2021-04-13 21:25:53.771996,-1.02443877E+01
2021-04-13 21:25:57.826209,-1.02443868E+01
2021-04-13 21:26:01.880194,-1.02443874E+01
2021-04-13 21:26:05.934327,-1.02443870E+01
2021-04-13 21:26:09.988286,-1.02443871E+01
2021-04-13 21:26:14.042451,-1.02443883E+01
2021-04-13 21:26:18.096514,-1.02443878E+01
2021-04-13 21:26:22.150526,-1.02443934E+01
2021-04-13 21:26:26.205363,-1.02443932E+01
2021-04-13 21:26:30.259622,-1.02443931E+01
2021-04-13 21:26:34.313690,-1.02443946E+01
2021-04-13 21:26:38.367877,-1.02443942E+01
2021-04-13 21:26:42.421914,-1.02443946E+01
2021-04-13 21:26:46.476493,-1.02443945E+01
2021-04-13 21:26:50.530752,-1.02443938E+01
2021-04-13 21:26:54.584784,-1.02443945E+01
2021-04-13 21:26:58.638790,-1.02443934E+01
2021-04-13 21:27:02.692819,-1.02443941E+01
2021-04-13 21:27:06.747637,-1.02443943E+01
2021-04-13 21:27:10.802570,-1.02443942E+01
2021-04-13 21:27:14.940843,-1.02443951E+01
2021-04-13 21:27:18.995567,-1.02443955E+01
2021-04-13 21:27:23.050309,-1.02443948E+01
2021-04-13 21:27:27.105312,-1.02443953E+01
2021-04-13 21:27:31.159631,-1.02443954E+01
2021-04-13 21:27:35.214680,-1.02443948E+01
2021-04-13 21:27:39.268848,-1.02443948E+01
2021-04-13 21:27:43.323261,-1.02443943E+01
2021-04-13 21:27:47.377372,-1.02443934E+01
2021-04-13 21:27:51.431967,-1.02443934E+01
2021-04-13 21:27:55.486381,-1.02443938E+01
2021-04-13 21:27:59.541483,-1.02443941E+01
2021-04-13 21:28:03.596585,-1.02443942E+01
2021-04-13 21:28:07.651590,-1.02443944E+01
2021-04-13 21:28:11.706588,-1.02443941E+01
2021-04-13 21:28:15.761343,-1.02443934E+01
2021-04-13 21:28:19.816547,-1.02443933E+01
2021-04-13 21:28:23.871373,-1.02443937E+01
2021-04-13 21:28:27.926499,-1.02443940E+01
2021-04-13 21:28:31.980884,-1.02443935E+01
2021-04-13 21:28:36.035003,-1.02443933E+01
2021-04-13 21:28:40.089232,-1.02443942E+01
2021-04-13 21:28:44.144436,-1.02443931E+01
2021-04-13 21:28:48.282875,-1.02443941E+01
2021-04-13 21:28:52.337663,-1.02443942E+01
2021-04-13 21:28:56.392137,-1.02443925E+01
2021-04-13 21:29:00.446410,-1.02443936E+01
2021-04-13 21:29:04.500456,-1.02443932E+01
2021-04-13 21:29:08.554756,-1.02443935E+01
2021-04-13 21:29:12.693179,-1.02443938E+01
2021-04-13 21:29:16.747399,-1.02443936E+01
2021-04-13 21:29:20.801418,-1.02443937E+01
2021-04-13 21:29:24.855338,-1.02443949E+01
2021-04-13 21:29:28.909419,-1.02443949E+01
2021-04-13 21:29:32.963294,-1.02443945E+01
2021-04-13 21:29:37.017388,-1.02443944E+01
2021-04-13 21:29:41.072066,-1.02443947E+01
2021-04-13 21:29:45.126812,-1.02443943E+01
2021-04-13 21:29:49.181674,-1.02443944E+01
2021-04-13 21:29:53.235967,-1.02443942E+01
2021-04-13 21:29:57.290426,-1.02443937E+01
2021-04-13 21:30:01.345356,-1.02443939E+01
2021-04-13 21:30:05.399995,-1.02443942E+01
2021-04-13 21:30:09.454638,-1.02443943E+01
2021-04-13 21:30:13.509265,-1.02443934E+01
2021-04-13 21:30:17.645541,-1.02443938E+01
2021-04-13 21:30:21.700238,-1.02443945E+01
2021-04-13 21:30:25.755010,-1.02443941E+01
2021-04-13 21:30:29.809862,-1.02443945E+01
2021-04-13 21:30:33.863953,-1.02443939E+01
2021-04-13 21:30:37.918034,-1.02443944E+01
2021-04-13 21:30:42.055218,-1.02443942E+01
2021-04-13 21:30:46.109981,-1.02443939E+01
2021-04-13 21:30:50.164619,-1.02443934E+01
2021-04-13 21:30:54.219410,-1.02443942E+01
2021-04-13 21:30:58.274674,-1.02443933E+01
2021-04-13 21:31:02.328489,-1.02443934E+01
2021-04-13 21:31:06.382598,-1.02443923E+01
2021-04-13 21:31:10.436849,-1.02443936E+01
2021-04-13 21:31:14.491183,-1.02443935E+01
2021-04-13 21:31:18.545396,-1.02443935E+01
2021-04-13 21:31:22.599705,-1.02443934E+01
2021-04-13 21:31:26.654492,-1.02443937E+01
2021-04-13 21:31:30.708999,-1.02443944E+01
2021-04-13 21:31:34.763600,-1.02443938E+01
2021-04-13 21:31:38.818417,-1.02443937E+01
2021-04-13 21:31:42.873048,-1.02443934E+01
2021-04-13 21:31:46.927852,-1.02443936E+01
2021-04-13 21:31:50.982637,-1.02443939E+01
2021-04-13 21:31:55.037449,-1.02443940E+01
2021-04-13 21:31:59.092173,-1.02443928E+01
2021-04-13 21:32:03.146536,-1.02443939E+01
2021-04-13 21:32:07.201185,-1.02443940E+01
2021-04-13 21:32:11.255961,-1.02443942E+01
2021-04-13 21:32:15.310261,-1.02443933E+01
2021-04-13 21:32:19.364291,-1.02443937E+01
2021-04-13 21:32:23.418723,-1.02443927E+01
2021-04-13 21:32:27.472987,-1.02443939E+01
2021-04-13 21:32:31.610414,-1.02443942E+01
2021-04-13 21:32:35.663905,-1.02443941E+01
2021-04-13 21:32:39.718101,-1.02443934E+01
2021-04-13 21:32:43.772136,-1.02443919E+01
2021-04-13 21:32:47.826924,-1.02443927E+01
2021-04-13 21:32:51.881601,-1.02443932E+01
2021-04-13 21:32:55.936471,-1.02443938E+01
2021-04-13 21:32:59.991211,-1.02443941E+01
2021-04-13 21:33:04.046102,-1.02443941E+01
2021-04-13 21:33:08.100944,-1.02443941E+01
2021-04-13 21:33:12.155600,-1.02443940E+01
2021-04-13 21:33:16.210368,-1.02443938E+01
2021-04-13 21:33:20.265038,-1.02443936E+01
2021-04-13 21:33:24.400033,-1.02443937E+01
2021-04-13 21:33:28.454810,-1.02443943E+01
2021-04-13 21:33:32.509364,-1.02443942E+01
2021-04-13 21:33:36.563464,-1.02443930E+01
2021-04-13 21:33:40.617429,-1.02443943E+01
2021-04-13 21:33:44.671427,-1.02443931E+01
2021-04-13 21:33:48.726410,-1.02443932E+01
2021-04-13 21:33:52.781067,-1.02443923E+01
2021-04-13 21:33:56.835778,-1.02443931E+01
2021-04-13 21:34:00.890513,-1.02443937E+01
2021-04-13 21:34:04.945162,-1.02443929E+01
2021-04-13 21:34:08.999899,-1.02443937E+01
2021-04-13 21:34:13.054544,-1.02443940E+01
2021-04-13 21:34:17.109121,-1.02443936E+01
2021-04-13 21:34:21.164035,-1.02443930E+01
2021-04-13 21:34:25.218776,-1.02443914E+01
2021-04-13 21:34:29.273659,-1.02443925E+01
2021-04-13 21:34:33.328351,-1.02443923E+01
2021-04-13 21:34:37.383241,-1.02443930E+01
2021-04-13 21:34:41.438273,-1.02443938E+01
2021-04-13 21:34:45.492922,-1.02443941E+01
2021-04-13 21:34:49.547095,-1.02443935E+01
2021-04-13 21:34:53.601224,-1.02443933E+01
2021-04-13 21:34:57.739190,-1.02443934E+01
2021-04-13 21:35:01.793264,-1.02443937E+01
2021-04-13 21:35:05.848126,-1.02443933E+01
2021-04-13 21:35:09.902888,-1.02443927E+01
2021-04-13 21:35:13.957805,-1.02443929E+01
2021-04-13 21:35:18.012412,-1.02443934E+01
2021-04-13 21:35:22.067188,-1.02443932E+01
2021-04-13 21:35:26.121996,-1.02443933E+01
2021-04-13 21:35:30.176534,-1.02443932E+01
2021-04-13 21:35:34.231157,-1.02443937E+01
2021-04-13 21:35:38.286051,-1.02443936E+01
2021-04-13 21:35:42.340692,-1.02443929E+01
2021-04-13 21:35:46.395100,-1.02443932E+01
2021-04-13 21:35:50.450211,-1.02443927E+01
2021-04-13 21:35:54.504363,-1.02443928E+01
2021-04-13 21:35:58.558389,-1.02443930E+01
2021-04-13 21:36:02.612545,-1.02443933E+01
2021-04-13 21:36:06.666623,-1.02443942E+01
2021-04-13 21:36:10.721489,-1.02443938E+01
2021-04-13 21:36:14.775511,-1.02443939E+01
2021-04-13 21:36:18.829420,-1.02443940E+01
2021-04-13 21:36:22.883524,-1.02443930E+01
2021-04-13 21:36:26.937860,-1.02443945E+01
2021-04-13 21:36:30.991726,-1.02443945E+01
2021-04-13 21:36:35.046492,-1.02443931E+01
2021-04-13 21:36:39.101570,-1.02443942E+01
2021-04-13 21:36:43.236957,-1.02443946E+01
2021-04-13 21:36:47.291104,-1.02443948E+01
2021-04-13 21:36:51.346146,-1.02443949E+01
2021-04-13 21:36:55.401034,-1.02443946E+01
2021-04-13 21:36:59.455035,-1.02443947E+01
2021-04-13 21:37:03.508997,-1.02443954E+01
2021-04-13 21:37:07.563712,-1.02443957E+01
2021-04-13 21:37:11.618408,-1.02443948E+01
2021-04-13 21:37:15.672511,-1.02443957E+01
2021-04-13 21:37:19.726633,-1.02443958E+01
2021-04-13 21:37:23.780776,-1.02443962E+01
2021-04-13 21:37:27.834880,-1.02443966E+01
2021-04-13 21:37:31.889119,-1.02443961E+01
2021-04-13 21:37:35.943201,-1.02443959E+01
2021-04-13 21:37:39.997246,-1.02443949E+01
2021-04-13 21:37:44.051171,-1.02443942E+01
2021-04-13 21:37:48.106533,-1.02443947E+01
2021-04-13 21:37:52.160606,-1.02443938E+01
2021-04-13 21:37:56.214744,-1.02443930E+01
2021-04-13 21:38:00.268823,-1.02443926E+01
2021-04-13 21:38:04.323216,-1.02443929E+01
2021-04-13 21:38:08.377105,-1.02443921E+01
2021-04-13 21:38:12.431201,-1.02443927E+01
2021-04-13 21:38:16.485248,-1.02443931E+01
2021-04-13 21:38:20.539349,-1.02443930E+01
2021-04-13 21:38:24.672747,-1.02443929E+01
2021-04-13 21:38:28.726837,-1.02443931E+01
2021-04-13 21:38:32.780843,-1.02443930E+01
2021-04-13 21:38:36.834963,-1.02443929E+01
2021-04-13 21:38:40.888956,-1.02443922E+01
2021-04-13 21:38:44.943190,-1.02443929E+01
2021-04-13 21:38:48.997309,-1.02443923E+01
2021-04-13 21:38:53.052104,-1.02443934E+01
2021-04-13 21:38:57.106844,-1.02443931E+01
2021-04-13 21:39:01.161508,-1.02443937E+01
2021-04-13 21:39:05.216156,-1.02443935E+01
2021-04-13 21:39:09.355004,-1.02443941E+01
2021-04-13 21:39:13.412790,-1.02443945E+01
2021-04-13 21:39:17.467274,-1.02443940E+01
2021-04-13 21:39:21.521976,-1.02443947E+01
2021-04-13 21:39:25.581199,-1.02443942E+01
2021-04-13 21:39:29.635091,-1.02443946E+01
2021-04-13 21:39:33.689172,-1.02443953E+01
2021-04-13 21:39:37.744170,-1.02443943E+01
2021-04-13 21:39:41.882587,-1.02443949E+01
2021-04-13 21:39:45.937157,-1.02443951E+01
2021-04-13 21:39:49.991845,-1.02443953E+01
2021-04-13 21:39:54.046772,-1.02443942E+01
2021-04-13 21:39:58.101832,-1.02443946E+01
2021-04-13 21:40:02.157000,-1.02443939E+01
2021-04-13 21:40:06.211723,-1.02443938E+01
2021-04-13 21:40:10.266795,-1.02443939E+01
2021-04-13 21:40:14.321375,-1.02443953E+01
2021-04-13 21:40:18.376114,-1.02443950E+01
2021-04-13 21:40:22.434149,-1.02443953E+01
2021-04-13 21:40:26.489234,-1.02443949E+01
2021-04-13 21:40:30.544142,-1.02443944E+01
2021-04-13 21:40:34.598854,-1.02443947E+01
2021-04-13 21:40:38.653464,-1.02443945E+01
2021-04-13 21:40:42.708238,-1.02443936E+01
2021-04-13 21:40:46.762893,-1.02443945E+01
2021-04-13 21:40:50.817428,-1.02443939E+01
2021-04-13 21:40:54.872118,-1.02443940E+01
2021-04-13 21:40:58.926897,-1.02443936E+01
2021-04-13 21:41:03.409548,-1.02443949E+01
2021-04-13 21:41:07.464256,-1.02443947E+01
2021-04-13 21:41:11.518916,-1.02443951E+01
2021-04-13 21:41:15.578540,-1.02443937E+01
2021-04-13 21:41:19.632951,-1.02443933E+01
2021-04-13 21:41:23.687092,-1.02443937E+01
2021-04-13 21:41:27.741930,-1.02443938E+01
2021-04-13 21:41:31.796487,-1.02443939E+01
2021-04-13 21:41:35.851159,-1.02443933E+01
2021-04-13 21:41:39.905864,-1.02443931E+01
2021-04-13 21:41:43.960659,-1.02443938E+01
2021-04-13 21:41:48.015345,-1.02443937E+01
2021-04-13 21:41:52.070188,-1.02443937E+01
2021-04-13 21:41:56.124925,-1.02443933E+01
2021-04-13 21:42:00.179578,-1.02443927E+01
2021-04-13 21:42:04.234760,-1.02443932E+01
2021-04-13 21:42:08.290054,-1.02443929E+01
2021-04-13 21:42:12.344634,-1.02443933E+01
2021-04-13 21:42:16.482636,-1.02443928E+01
2021-04-13 21:42:20.537227,-1.02443927E+01
2021-04-13 21:42:24.592240,-1.02443930E+01
2021-04-13 21:42:28.646507,-1.02443916E+01
2021-04-13 21:42:32.701384,-1.02443920E+01
2021-04-13 21:42:36.755757,-1.02443920E+01
2021-04-13 21:42:40.811214,-1.02443922E+01
2021-04-13 21:42:44.865193,-1.02443928E+01
2021-04-13 21:42:48.919184,-1.02443925E+01
2021-04-13 21:42:52.973292,-1.02443927E+01
2021-04-13 21:42:57.027252,-1.02443920E+01
2021-04-13 21:43:01.081145,-1.02443917E+01
2021-04-13 21:43:05.135165,-1.02443922E+01
2021-04-13 21:43:09.188904,-1.02443919E+01
2021-04-13 21:43:13.243113,-1.02443929E+01
2021-04-13 21:43:17.296954,-1.02443936E+01
2021-04-13 21:43:21.351171,-1.02443941E+01
2021-04-13 21:43:25.406088,-1.02443938E+01
2021-04-13 21:43:29.460930,-1.02443927E+01
2021-04-13 21:43:33.515967,-1.02443934E+01
2021-04-13 21:43:37.570807,-1.02443931E+01
2021-04-13 21:43:41.625461,-1.02443939E+01
2021-04-13 21:43:45.680305,-1.02443939E+01
2021-04-13 21:43:49.740797,-1.02443936E+01
2021-04-13 21:43:53.794830,-1.02443946E+01
2021-04-13 21:43:57.848776,-1.02443939E+01
2021-04-13 21:44:01.904085,-1.02443945E+01
2021-04-13 21:44:06.043497,-1.02443940E+01
2021-04-13 21:44:10.099870,-1.02443938E+01
2021-04-13 21:44:14.156090,-1.02443934E+01
2021-04-13 21:44:18.212573,-1.02443932E+01
2021-04-13 21:44:22.268973,-1.02443942E+01
2021-04-13 21:44:26.325668,-1.02443947E+01
2021-04-13 21:44:30.382528,-1.02443934E+01
2021-04-13 21:44:34.439078,-1.02443937E+01
2021-04-13 21:44:38.495821,-1.02443931E+01
2021-04-13 21:44:42.552210,-1.02443929E+01
2021-04-13 21:44:46.689494,-1.02443926E+01
2021-04-13 21:44:50.746232,-1.02443929E+01
2021-04-13 21:44:54.802863,-1.02443932E+01
2021-04-13 21:44:58.859414,-1.02443918E+01
2021-04-13 21:45:02.915712,-1.02443931E+01
2021-04-13 21:45:06.972460,-1.02443931E+01
2021-04-13 21:45:11.029192,-1.02443929E+01
2021-04-13 21:45:15.084159,-1.02443940E+01
2021-04-13 21:45:19.138543,-1.02443944E+01
2021-04-13 21:45:23.193884,-1.02443944E+01
2021-04-13 21:45:27.247940,-1.02443949E+01
2021-04-13 21:45:31.302573,-1.02443944E+01
2021-04-13 21:45:35.357172,-1.02443951E+01
2021-04-13 21:45:39.411539,-1.02443950E+01
2021-04-13 21:45:43.548792,-1.02443933E+01
2021-04-13 21:45:47.602906,-1.02443930E+01
2021-04-13 21:45:51.657174,-1.02443925E+01
2021-04-13 21:45:55.711417,-1.02443928E+01
2021-04-13 21:45:59.765645,-1.02443932E+01
2021-04-13 21:46:03.820976,-1.02443933E+01
2021-04-13 21:46:07.958207,-1.02443938E+01
2021-04-13 21:46:12.012421,-1.02443933E+01
2021-04-13 21:46:16.066489,-1.02443941E+01
2021-04-13 21:46:20.120615,-1.02443933E+01
2021-04-13 21:46:24.174766,-1.02443932E+01
2021-04-13 21:46:28.228648,-1.02443935E+01
2021-04-13 21:46:32.282721,-1.02443930E+01
2021-04-13 21:46:36.336668,-1.02443930E+01
2021-04-13 21:46:40.391022,-1.02443932E+01
2021-04-13 21:46:44.445069,-1.02443938E+01
2021-04-13 21:46:48.500016,-1.02443937E+01
2021-04-13 21:46:52.554717,-1.02443943E+01
2021-04-13 21:46:56.610005,-1.02443945E+01
2021-04-13 21:47:00.664706,-1.02443946E+01
2021-04-13 21:47:04.719463,-1.02443944E+01
2021-04-13 21:47:08.774341,-1.02443933E+01
2021-04-13 21:47:12.828812,-1.02443935E+01
2021-04-13 21:47:16.883393,-1.02443932E+01
2021-04-13 21:47:20.938300,-1.02443935E+01
2021-04-13 21:47:24.992901,-1.02443932E+01
2021-04-13 21:47:29.047422,-1.02443936E+01
2021-04-13 21:47:33.181450,-1.02443934E+01
2021-04-13 21:47:37.235336,-1.02443928E+01
2021-04-13 21:47:41.289445,-1.02443938E+01
2021-04-13 21:47:45.344419,-1.02443933E+01
2021-04-13 21:47:49.398542,-1.02443943E+01
2021-04-13 21:47:53.452489,-1.02443938E+01
2021-04-13 21:47:57.507316,-1.02443931E+01
2021-04-13 21:48:01.562000,-1.02443924E+01
2021-04-13 21:48:05.616577,-1.02443935E+01
2021-04-13 21:48:09.671183,-1.02443930E+01
2021-04-13 21:48:13.727639,-1.02443934E+01
2021-04-13 21:48:17.863899,-1.02443938E+01
2021-04-13 21:48:21.920302,-1.02443937E+01
2021-04-13 21:48:25.976906,-1.02443939E+01
2021-04-13 21:48:30.033337,-1.02443943E+01
2021-04-13 21:48:34.090033,-1.02443932E+01
2021-04-13 21:48:38.146578,-1.02443932E+01
2021-04-13 21:48:42.203041,-1.02443932E+01
2021-04-13 21:48:46.259687,-1.02443934E+01
2021-04-13 21:48:50.316161,-1.02443927E+01
2021-04-13 21:48:54.373189,-1.02443936E+01
2021-04-13 21:48:58.429575,-1.02443939E+01
2021-04-13 21:49:02.486135,-1.02443943E+01
2021-04-13 21:49:06.542514,-1.02443935E+01
2021-04-13 21:49:10.598954,-1.02443934E+01
2021-04-13 21:49:14.655412,-1.02443936E+01
2021-04-13 21:49:18.711921,-1.02443939E+01
2021-04-13 21:49:22.768446,-1.02443940E+01
2021-04-13 21:49:26.825032,-1.02443930E+01
2021-04-13 21:49:30.962808,-1.02443937E+01
2021-04-13 21:49:35.019292,-1.02443934E+01
2021-04-13 21:49:39.075764,-1.02443945E+01
2021-04-13 21:49:43.131449,-1.02443942E+01
2021-04-13 21:49:47.185873,-1.02443931E+01
2021-04-13 21:49:51.241020,-1.02443936E+01
2021-04-13 21:49:55.295264,-1.02443925E+01
2021-04-13 21:49:59.349837,-1.02443933E+01
2021-04-13 21:50:03.404080,-1.02443935E+01
2021-04-13 21:50:07.458214,-1.02443933E+01
2021-04-13 21:50:11.512773,-1.02443932E+01
2021-04-13 21:50:15.567375,-1.02443933E+01
2021-04-13 21:50:19.622103,-1.02443924E+01
2021-04-13 21:50:23.676967,-1.02443941E+01
2021-04-13 21:50:27.731777,-1.02443929E+01
2021-04-13 21:50:31.786705,-1.02443933E+01
2021-04-13 21:50:35.840978,-1.02443929E+01
2021-04-13 21:50:39.895177,-1.02443923E+01
2021-04-13 21:50:43.949201,-1.02443923E+01
2021-04-13 21:50:48.003287,-1.02443934E+01
2021-04-13 21:50:52.058153,-1.02443936E+01
2021-04-13 21:50:56.112936,-1.02443930E+01
2021-04-13 21:51:00.167110,-1.02443940E+01
2021-04-13 21:51:04.221101,-1.02443932E+01
2021-04-13 21:51:08.275292,-1.02443929E+01
2021-04-13 21:51:12.329250,-1.02443939E+01
2021-04-13 21:51:16.383460,-1.02443939E+01
