"time","output","temperature room","temperature labnode"
"2022-09-22 19:17:22+00",2326,294.68,304.65
"2022-09-22 19:17:24+00",2326,NULL,304.665
"2022-09-22 19:17:26+00",2326,NULL,304.675
"2022-09-22 19:17:28+00",2326,NULL,304.65999999999997
"2022-09-22 19:17:30+00",2326,NULL,304.655
"2022-09-22 19:17:32+00",2326,294.67,304.66
"2022-09-22 19:17:34+00",2326,NULL,304.665
"2022-09-22 19:17:36+00",2326,NULL,304.66
"2022-09-22 19:17:38+00",2326,NULL,304.66
"2022-09-22 19:17:40+00",2326,NULL,304.665
"2022-09-22 19:17:42+00",2326,294.61,304.66
"2022-09-22 19:17:44+00",2326,NULL,304.67
"2022-09-22 19:17:46+00",2326,NULL,304.68
"2022-09-22 19:17:48+00",2326,NULL,304.66
"2022-09-22 19:17:50+00",2326,NULL,304.65
"2022-09-22 19:17:52+00",2326,294.68,304.665
"2022-09-22 19:17:54+00",2326,NULL,304.65999999999997
"2022-09-22 19:17:56+00",2326,NULL,304.675
"2022-09-22 19:17:58+00",2326,NULL,304.665
"2022-09-22 19:18:00+00",2326,NULL,304.665
"2022-09-22 19:18:02+00",2326,294.65,304.67
"2022-09-22 19:18:04+00",2326,NULL,304.665
"2022-09-22 19:18:06+00",2326,NULL,304.675
"2022-09-22 19:18:08+00",2326,NULL,304.67
"2022-09-22 19:18:10+00",2326,NULL,304.655
"2022-09-22 19:18:12+00",2326,294.62,304.655
"2022-09-22 19:18:14+00",2326,NULL,304.665
"2022-09-22 19:18:16+00",2326,NULL,304.67
"2022-09-22 19:18:18+00",2326,NULL,304.65999999999997
"2022-09-22 19:18:20+00",2326,NULL,304.66
"2022-09-22 19:18:22+00",2326,294.68,304.665
"2022-09-22 19:18:24+00",2326,NULL,304.665
"2022-09-22 19:18:26+00",2326,NULL,304.68
"2022-09-22 19:18:28+00",2326,NULL,304.66999999999996
"2022-09-22 19:18:30+00",2326,NULL,304.665
"2022-09-22 19:18:32+00",2326,294.64,304.67
"2022-09-22 19:18:34+00",2326,NULL,304.67
"2022-09-22 19:18:36+00",2326,NULL,304.68
"2022-09-22 19:18:38+00",2326,NULL,304.665
"2022-09-22 19:18:40+00",2326,NULL,304.665
"2022-09-22 19:18:42+00",2326,294.59,304.67
"2022-09-22 19:18:44+00",2326,NULL,304.67
"2022-09-22 19:18:46+00",2326,NULL,304.67
"2022-09-22 19:18:48+00",2326,NULL,304.67
"2022-09-22 19:18:50+00",2326,NULL,304.67
"2022-09-22 19:18:52+00",2326,294.58,304.67
"2022-09-22 19:18:54+00",2326,NULL,304.675
"2022-09-22 19:18:56+00",2326,NULL,304.665
"2022-09-22 19:18:58+00",2326,NULL,304.65999999999997
"2022-09-22 19:19:00+00",2326,NULL,304.65
"2022-09-22 19:19:02+00",2326,294.59,304.645
"2022-09-22 19:19:04+00",2326,NULL,304.66
"2022-09-22 19:19:06+00",2326,NULL,304.66
"2022-09-22 19:19:08+00",2326,NULL,304.66
"2022-09-22 19:19:10+00",2326,NULL,304.655
"2022-09-22 19:19:12+00",2326,294.61,304.655
"2022-09-22 19:19:14+00",2326,NULL,304.655
"2022-09-22 19:19:16+00",2326,NULL,304.66
"2022-09-22 19:19:18+00",2326,NULL,304.65
"2022-09-22 19:19:20+00",2326,NULL,304.635
"2022-09-22 19:19:22+00",2326,294.65,304.64
"2022-09-22 19:19:24+00",2326,NULL,304.65
"2022-09-22 19:19:26+00",2326,NULL,304.65
"2022-09-22 19:19:28+00",2326,NULL,304.65
"2022-09-22 19:19:30+00",2326,NULL,304.645
"2022-09-22 19:19:32+00",2326,294.68,304.65
"2022-09-22 19:19:34+00",2326,NULL,304.64
"2022-09-22 19:19:36+00",2326,NULL,304.645
"2022-09-22 19:19:38+00",2326,NULL,304.64
"2022-09-22 19:19:40+00",2326,NULL,304.64
"2022-09-22 19:19:42+00",2326,294.65,304.64
"2022-09-22 19:19:44+00",2326,NULL,304.645
"2022-09-22 19:19:46+00",2326,NULL,304.64
"2022-09-22 19:19:48+00",2326,NULL,304.64
"2022-09-22 19:19:50+00",2326,NULL,304.635
"2022-09-22 19:19:52+00",2326,294.62,304.635
"2022-09-22 19:19:54+00",2326,NULL,304.65
"2022-09-22 19:19:56+00",2326,NULL,304.645
"2022-09-22 19:19:58+00",2326,NULL,304.645
"2022-09-22 19:20:00+00",2326,NULL,304.65
"2022-09-22 19:20:02+00",2326,294.64,304.65
"2022-09-22 19:20:04+00",2326,NULL,304.655
"2022-09-22 19:20:06+00",2326,NULL,304.65
"2022-09-22 19:20:08+00",2326,NULL,304.64
"2022-09-22 19:20:10+00",2326,NULL,304.63
"2022-09-22 19:20:12+00",2326,NULL,304.63
"2022-09-22 19:20:14+00",2326,294.61,304.645
"2022-09-22 19:20:16+00",2326,NULL,304.635
"2022-09-22 19:20:18+00",2326,NULL,304.64
"2022-09-22 19:20:20+00",2326,NULL,304.64
"2022-09-22 19:20:22+00",2326,NULL,304.63
"2022-09-22 19:20:24+00",2326,294.64,304.65
"2022-09-22 19:20:26+00",2326,NULL,304.645
"2022-09-22 19:20:28+00",2326,NULL,304.64
"2022-09-22 19:20:30+00",2326,NULL,304.64
"2022-09-22 19:20:32+00",2326,NULL,304.64
"2022-09-22 19:20:34+00",2326,294.58,304.66
"2022-09-22 19:20:36+00",2326,NULL,304.65
"2022-09-22 19:20:38+00",2326,NULL,304.65
"2022-09-22 19:20:40+00",2326,NULL,304.65
"2022-09-22 19:20:42+00",2326,NULL,304.65
"2022-09-22 19:20:44+00",2326,294.59,304.66
"2022-09-22 19:20:46+00",2326,NULL,304.645
"2022-09-22 19:20:48+00",2326,NULL,304.635
"2022-09-22 19:20:50+00",2326,NULL,304.63
"2022-09-22 19:20:52+00",2326,NULL,304.635
"2022-09-22 19:20:54+00",2326,294.61,304.645
"2022-09-22 19:20:56+00",2326,NULL,304.645
"2022-09-22 19:20:58+00",2326,NULL,304.645
"2022-09-22 19:21:00+00",2326,NULL,304.63
"2022-09-22 19:21:02+00",2326,NULL,304.64
"2022-09-22 19:21:04+00",2326,294.62,304.645
"2022-09-22 19:21:06+00",2326,NULL,304.635
"2022-09-22 19:21:08+00",2326,NULL,304.65
"2022-09-22 19:21:10+00",2326,NULL,304.645
"2022-09-22 19:21:12+00",2326,NULL,304.645
"2022-09-22 19:21:14+00",2326,294.61,304.65
"2022-09-22 19:21:16+00",2326,NULL,304.655
"2022-09-22 19:21:18+00",2326,NULL,304.65
"2022-09-22 19:21:20+00",2326,NULL,304.665
"2022-09-22 19:21:22+00",2326,NULL,304.655
"2022-09-22 19:21:24+00",2326,294.59,304.66
"2022-09-22 19:21:26+00",2326,NULL,304.67
"2022-09-22 19:21:28+00",2326,NULL,304.66
"2022-09-22 19:21:30+00",2326,NULL,304.65
"2022-09-22 19:21:32+00",2326,NULL,304.65
"2022-09-22 19:21:34+00",2326,294.58,304.67
"2022-09-22 19:21:36+00",2326,NULL,304.665
"2022-09-22 19:21:38+00",2326,NULL,304.655
"2022-09-22 19:21:40+00",2326,NULL,304.645
"2022-09-22 19:21:42+00",2326,NULL,304.645
"2022-09-22 19:21:44+00",2326,294.62,304.66
"2022-09-22 19:21:46+00",2326,NULL,304.655
"2022-09-22 19:21:48+00",2326,NULL,304.65
"2022-09-22 19:21:50+00",2326,NULL,304.645
"2022-09-22 19:21:52+00",2326,NULL,304.65
"2022-09-22 19:21:54+00",2326,294.61,304.645
"2022-09-22 19:21:56+00",2326,NULL,304.655
"2022-09-22 19:21:58+00",2326,NULL,304.65
"2022-09-22 19:22:00+00",2326,NULL,304.65
"2022-09-22 19:22:02+00",2326,NULL,304.655
"2022-09-22 19:22:04+00",2326,294.62,304.66
"2022-09-22 19:22:06+00",2326,NULL,304.655
"2022-09-22 19:22:08+00",2326,NULL,304.65
"2022-09-22 19:22:10+00",2326,NULL,304.645
"2022-09-22 19:22:12+00",2326,NULL,304.65
"2022-09-22 19:22:14+00",2326,294.61,304.65
"2022-09-22 19:22:16+00",2326,NULL,304.65
"2022-09-22 19:22:18+00",2326,NULL,304.655
"2022-09-22 19:22:20+00",2326,NULL,304.655
"2022-09-22 19:22:22+00",2326,NULL,304.67
"2022-09-22 19:22:24+00",2326,294.64,304.665
"2022-09-22 19:22:26+00",2326,NULL,304.655
"2022-09-22 19:22:28+00",2326,NULL,304.65
"2022-09-22 19:22:30+00",2326,NULL,304.65
"2022-09-22 19:22:32+00",2326,NULL,304.66
"2022-09-22 19:22:34+00",2326,294.62,304.65999999999997
"2022-09-22 19:22:36+00",2326,NULL,304.665
"2022-09-22 19:22:38+00",2326,NULL,304.66
"2022-09-22 19:22:40+00",2326,NULL,304.67
"2022-09-22 19:22:42+00",2326,NULL,304.665
"2022-09-22 19:22:44+00",2326,294.64,304.67
"2022-09-22 19:22:46+00",2326,NULL,304.655
"2022-09-22 19:22:48+00",2326,NULL,304.66
"2022-09-22 19:22:50+00",2326,NULL,304.655
"2022-09-22 19:22:52+00",2326,NULL,304.675
"2022-09-22 19:22:54+00",2326,NULL,304.67
"2022-09-22 19:22:56+00",2326,294.65,304.67
"2022-09-22 19:22:58+00",2326,NULL,304.65
"2022-09-22 19:23:00+00",2326,NULL,304.66
"2022-09-22 19:23:02+00",2326,NULL,304.65999999999997
"2022-09-22 19:23:04+00",2326,NULL,304.67
"2022-09-22 19:23:06+00",2326,294.67,304.66
"2022-09-22 19:23:08+00",2326,NULL,304.66
"2022-09-22 19:23:10+00",2326,NULL,304.665
"2022-09-22 19:23:12+00",2326,NULL,304.65999999999997
"2022-09-22 19:23:14+00",2326,NULL,304.67
"2022-09-22 19:23:16+00",2326,294.68,304.66
"2022-09-22 19:23:18+00",2326,NULL,304.665
"2022-09-22 19:23:20+00",2326,NULL,304.665
"2022-09-22 19:23:22+00",2326,NULL,304.67
"2022-09-22 19:23:24+00",2326,NULL,304.68
"2022-09-22 19:23:26+00",2326,294.67,304.67
"2022-09-22 19:23:28+00",2326,NULL,304.665
"2022-09-22 19:23:30+00",2326,NULL,304.665
"2022-09-22 19:23:32+00",2326,NULL,304.675
"2022-09-22 19:23:34+00",2326,NULL,304.675
"2022-09-22 19:23:36+00",2326,294.64,304.68
"2022-09-22 19:23:38+00",2326,NULL,304.67
"2022-09-22 19:23:40+00",2326,NULL,304.68
"2022-09-22 19:23:42+00",2326,NULL,304.675
"2022-09-22 19:23:44+00",2326,NULL,304.675
"2022-09-22 19:23:46+00",2326,294.62,304.66
"2022-09-22 19:23:48+00",2326,NULL,304.655
"2022-09-22 19:23:50+00",2326,NULL,304.675
"2022-09-22 19:23:52+00",2326,NULL,304.66
"2022-09-22 19:23:54+00",2326,NULL,304.675
"2022-09-22 19:23:56+00",2326,294.61,304.665
"2022-09-22 19:23:58+00",2326,NULL,304.675
"2022-09-22 19:24:00+00",2326,NULL,304.67
"2022-09-22 19:24:02+00",2326,NULL,304.67
"2022-09-22 19:24:04+00",2326,NULL,304.675
"2022-09-22 19:24:06+00",2326,294.62,304.675
"2022-09-22 19:24:08+00",2326,NULL,304.675
"2022-09-22 19:24:10+00",2326,NULL,304.68
"2022-09-22 19:24:12+00",2326,NULL,304.695
"2022-09-22 19:24:14+00",2326,NULL,304.68
"2022-09-22 19:24:16+00",2326,294.61,304.675
"2022-09-22 19:24:18+00",2326,NULL,304.67
"2022-09-22 19:24:20+00",2326,NULL,304.675
"2022-09-22 19:24:22+00",2326,NULL,304.665
"2022-09-22 19:24:24+00",2326,NULL,304.675
"2022-09-22 19:24:26+00",2326,294.58,304.66
"2022-09-22 19:24:28+00",2326,NULL,304.655
"2022-09-22 19:24:30+00",2326,NULL,304.66
"2022-09-22 19:24:32+00",2326,NULL,304.66
"2022-09-22 19:24:34+00",2326,NULL,304.655
"2022-09-22 19:24:36+00",2326,294.62,304.66
"2022-09-22 19:24:38+00",2326,NULL,304.65
"2022-09-22 19:24:40+00",2326,NULL,304.65999999999997
"2022-09-22 19:24:42+00",2326,NULL,304.665
"2022-09-22 19:24:44+00",2326,NULL,304.655
"2022-09-22 19:24:46+00",2326,294.64,304.655
"2022-09-22 19:24:48+00",2326,NULL,304.66
"2022-09-22 19:24:50+00",2326,NULL,304.66
"2022-09-22 19:24:52+00",2326,NULL,304.65
"2022-09-22 19:24:54+00",2326,NULL,304.655
"2022-09-22 19:24:56+00",2326,294.65,304.655
"2022-09-22 19:24:58+00",2326,NULL,304.65
"2022-09-22 19:25:00+00",2326,NULL,304.66
"2022-09-22 19:25:02+00",2326,NULL,304.66
"2022-09-22 19:25:04+00",2326,NULL,304.66
"2022-09-22 19:25:06+00",2326,294.67,304.65
"2022-09-22 19:25:08+00",2326,NULL,304.65
"2022-09-22 19:25:10+00",2326,NULL,304.65
"2022-09-22 19:25:12+00",2326,NULL,304.67
"2022-09-22 19:25:14+00",2326,NULL,304.655
"2022-09-22 19:25:16+00",2326,294.64,304.655
"2022-09-22 19:25:18+00",2326,NULL,304.65
"2022-09-22 19:25:20+00",2326,NULL,304.65999999999997
"2022-09-22 19:25:22+00",2326,NULL,304.67
"2022-09-22 19:25:24+00",2326,NULL,304.67
"2022-09-22 19:25:26+00",2326,294.62,304.665
"2022-09-22 19:25:28+00",2326,NULL,304.665
"2022-09-22 19:25:30+00",2326,NULL,304.67
"2022-09-22 19:25:32+00",2326,NULL,304.67
"2022-09-22 19:25:34+00",2326,NULL,304.68
"2022-09-22 19:25:36+00",2326,294.61,304.675
"2022-09-22 19:25:38+00",2326,NULL,304.67
"2022-09-22 19:25:40+00",2326,NULL,304.67
"2022-09-22 19:25:42+00",2326,NULL,304.67
"2022-09-22 19:25:44+00",2326,NULL,304.66
"2022-09-22 19:25:46+00",2326,294.62,304.655
"2022-09-22 19:25:48+00",2326,NULL,304.65
"2022-09-22 19:25:50+00",2326,NULL,304.66
"2022-09-22 19:25:52+00",2326,NULL,304.665
"2022-09-22 19:25:54+00",2326,NULL,304.655
"2022-09-22 19:25:56+00",2326,294.61,304.655
"2022-09-22 19:25:58+00",2326,NULL,304.65
"2022-09-22 19:26:00+00",2326,NULL,304.655
"2022-09-22 19:26:02+00",2326,NULL,304.66
"2022-09-22 19:26:04+00",2326,NULL,304.66
"2022-09-22 19:26:06+00",2326,294.67,304.645
"2022-09-22 19:26:08+00",2326,NULL,304.65
"2022-09-22 19:26:10+00",2326,NULL,304.66
"2022-09-22 19:26:12+00",2326,NULL,304.65
"2022-09-22 19:26:14+00",2326,NULL,304.655
"2022-09-22 19:26:16+00",2326,294.65,304.65
"2022-09-22 19:26:18+00",2326,NULL,304.64
"2022-09-22 19:26:20+00",2326,NULL,304.65
"2022-09-22 19:26:22+00",2326,NULL,304.65999999999997
"2022-09-22 19:26:24+00",2326,NULL,304.65
"2022-09-22 19:26:26+00",2326,294.67,304.645
"2022-09-22 19:26:28+00",2326,NULL,304.645
"2022-09-22 19:26:30+00",2326,NULL,304.655
"2022-09-22 19:26:32+00",2326,NULL,304.64
"2022-09-22 19:26:34+00",2326,NULL,304.645
"2022-09-22 19:26:36+00",2326,294.57,304.63
"2022-09-22 19:26:38+00",2326,NULL,304.63
"2022-09-22 19:26:40+00",2326,NULL,304.64
"2022-09-22 19:26:42+00",2326,NULL,304.65
"2022-09-22 19:26:44+00",2326,NULL,304.63
"2022-09-22 19:26:46+00",2326,294.54,304.63
"2022-09-22 19:26:48+00",2326,NULL,304.625
"2022-09-22 19:26:50+00",2326,NULL,304.63
"2022-09-22 19:26:52+00",2326,NULL,304.63
"2022-09-22 19:26:54+00",2326,NULL,304.635
"2022-09-22 19:26:56+00",2326,NULL,304.62
"2022-09-22 19:26:58+00",2326,294.58,304.625
"2022-09-22 19:27:00+00",2326,NULL,304.63
"2022-09-22 19:27:02+00",2326,NULL,304.625
"2022-09-22 19:27:04+00",2326,NULL,304.63
"2022-09-22 19:27:06+00",2326,NULL,304.615
